carat,cut,color,clarity,depth,table,price,x,y,z,cut_encoded,color_encoded,clarity_encoded,diamond_type,price_per_carat,retailer_margin_rate,revenue_per_carat,value_tier,cut_clarity_score,certification_body,retailer_type,days_on_market,log_price,log_carat,log_price_per_carat,log_revenue_per_carat,diamond_type_encoded
0.56,Ideal,D,VS2,62.8,57.0,2066,5.29,5.25,3.31,4,6,3,natural,3689.2857142857138,0.4,2213.571428571428,Mid,7.1429,GIA,Brick-and-Mortar,38,7.633853559681768,0.44468582126144574,8.213459163382797,7.702814177786143,1
0.41,Ideal,G,VS2,61.4,54.0,1061,4.84,4.77,2.95,4,3,3,lab_grown,2587.8048780487807,0.73,698.7073170731708,Mid,7.1429,IGI,Brick-and-Mortar,16,6.967909201801884,0.3435897043900769,7.858951611151944,6.550662129140607,0
0.99,Ideal,F,VS1,61.0,55.0,5947,6.46,6.52,3.96,4,4,4,natural,6007.070707070707,0.4,3604.242424242424,Premium,7.8571,GIA,Brick-and-Mortar,66,8.690810307580046,0.688134638736401,8.700858962194744,8.190144294127283,1
0.7,Very Good,E,VS2,61.7,60.0,2513,5.67,5.7,3.51,2,5,3,natural,3590.0000000000005,0.4,2154.0,Mid,4.6429,GIA,Online,50,7.829630389150193,0.5306282510621704,8.186185994226083,7.675546002537848,1
1.15,Ideal,H,SI2,62.5,58.0,5306,6.65,6.69,4.17,4,2,1,natural,4613.913043478261,0.4,2768.3478260869565,Premium,5.7143,GIA,Brick-and-Mortar,75,8.576781982827894,0.7654678421395714,8.437048304609547,7.9263671296147376,1
0.32,Premium,F,VS2,60.2,59.0,828,4.43,4.4,2.66,3,4,3,lab_grown,2587.5,0.73,698.625,Budget,5.8929,IGI,Online,20,6.720220155135295,0.2776317365982795,7.858833836341956,6.550544477211524,0
0.43,Good,G,SI1,63.6,55.0,903,4.83,4.79,3.06,1,3,2,lab_grown,2100.0,0.73,567.0,Budget,2.6786,IGI,Brick-and-Mortar,12,6.806829360392176,0.3576744442718159,7.650168700845001,6.342121418721152,0
0.41,Very Good,H,SI1,62.9,58.0,683,4.72,4.73,2.97,2,2,2,lab_grown,1665.8536585365855,0.73,449.78048780487813,Budget,3.9286,IGI,Online,16,6.52795791762255,0.3435897043900769,7.418693091576677,6.110980497743678,0
0.35,Ideal,F,VS2,61.9,54.0,706,4.5,4.54,2.8,4,4,3,lab_grown,2017.1428571428573,0.73,544.6285714285715,Budget,7.1429,IGI,Online,17,6.561030665896573,0.30010459245033805,7.609932989856351,6.301938472146,0
1.57,Premium,G,SI1,59.2,59.0,11113,7.68,7.6,4.52,3,3,2,natural,7078.343949044585,0.4,4247.006369426751,Premium,5.1786,AGS,Brick-and-Mortar,69,9.315960853839867,0.9439058989071285,8.864936519830001,8.354205062314895,1
0.61,Premium,D,SI1,62.3,58.0,1877,5.4,5.45,3.38,3,6,2,lab_grown,3077.0491803278687,0.73,830.8032786885246,Mid,5.1786,GIA,Online,17,7.537962659768208,0.4762341789963716,8.03205129228543,6.723595968979962,0
1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14,4,1,5,natural,5640.178571428571,0.4,3384.107142857142,Premium,8.5714,GIA,Brick-and-Mortar,74,8.75115798136203,0.7514160886839212,8.637848289226982,8.127140837092764,1
1.05,Ideal,G,VS2,61.9,56.0,6604,6.56,6.52,4.05,4,3,3,natural,6289.523809523809,0.4,3773.7142857142853,Premium,7.1429,IGI,Online,80,8.795582216956426,0.7178397931503169,8.746799622781051,8.236079972915302,1
2.0,Very Good,H,SI1,60.3,61.0,16092,8.11,8.17,4.91,2,2,2,natural,8046.0,0.4,4827.599999999999,Luxury,3.9286,GIA,Luxury,122,9.686139673818495,1.0986122886681096,8.993054630146133,8.482311849558053,1
0.7,Premium,D,SI2,58.6,60.0,1848,5.89,5.78,3.42,3,6,1,lab_grown,2640.0,0.73,712.8000000000001,Mid,4.4643,IGI,Online,29,7.522400231387125,0.5306282510621704,7.878912912297132,6.57060281105606,0
0.5,Ideal,F,SI1,61.3,56.0,1317,5.13,5.09,3.13,4,4,2,lab_grown,2634.0,0.73,711.1800000000001,Mid,6.4286,IGI,Brick-and-Mortar,16,7.183870715062453,0.4054651081081644,7.876638460975463,6.568330688449932,0
0.44,Ideal,G,VVS1,62.0,54.0,1160,4.89,4.91,3.04,4,3,6,lab_grown,2636.3636363636365,0.73,711.8181818181819,Mid,9.2857,IGI,Online,15,7.057036981697891,0.36464311358790924,7.877535074595086,6.569226383432552,0
0.37,Ideal,D,VS2,61.1,56.0,1050,4.64,4.66,2.84,4,6,3,lab_grown,2837.837837837838,0.73,766.2162162162163,Mid,7.1429,IGI,Online,16,6.957497370876951,0.31481073984003355,7.951150035376231,6.642768660228299,0
0.51,Premium,I,SI1,61.3,58.0,1084,5.16,5.11,3.15,3,1,2,lab_grown,2125.4901960784314,0.73,573.8823529411765,Mid,5.1786,GIA,Brick-and-Mortar,11,6.98933526597456,0.412109650826833,7.662228104327279,6.35416541628262,0
0.61,Ideal,G,VS1,61.9,56.0,2167,5.43,5.45,3.37,4,3,4,natural,3552.4590163934427,0.4,2131.4754098360654,Mid,7.8571,GIA,Online,39,7.681560362559537,0.4762341789963716,8.175676778893404,7.665038748155653,1
0.61,Ideal,E,I1,63.4,57.0,1255,5.43,5.37,3.42,4,5,0,lab_grown,2057.377049180328,0.73,555.4918032786886,Mid,5.0,GIA,Brick-and-Mortar,17,7.135687347028144,0.4762341789963716,7.62967311107071,6.321652441548165,0
0.79,Ideal,D,SI1,61.2,56.0,3185,6.02,5.95,3.66,4,6,2,natural,4031.645569620253,0.4,2418.9873417721515,Mid,6.4286,GIA,Brick-and-Mortar,44,8.066521490469993,0.5822156198526637,8.302177908447684,7.791517588464387,1
0.43,Premium,D,SI1,61.2,58.0,1064,4.87,4.83,2.97,3,6,2,lab_grown,2474.4186046511627,0.73,668.0930232558139,Mid,5.1786,IGI,Luxury,24,6.970730078143525,0.3576744442718159,7.814164793893774,6.50592309867689,0
0.24,Good,F,VVS1,64.8,57.0,492,3.9,3.94,2.54,1,4,6,lab_grown,2050.0,0.73,553.5,Budget,5.5357,IGI,Online,13,6.20050917404269,0.2151113796169455,7.62608275807238,6.318066806790422,0
1.01,Premium,G,VS2,62.1,60.0,5839,6.35,6.37,3.95,3,3,3,natural,5781.188118811881,0.4,3468.7128712871286,Premium,5.8929,GIA,Luxury,72,8.672486075822272,0.6981347220709844,8.662537457296406,8.151827123490499,1
1.14,Premium,G,VS2,60.9,57.0,7079,6.79,6.73,4.12,3,3,3,natural,6209.649122807018,0.4,3725.789473684211,Premium,5.8929,GIA,Online,75,8.865029186687766,0.76080582903376,8.734020698097158,8.223302411080548,1
1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24,3,2,1,natural,5039.68253968254,0.4,3023.809523809524,Premium,4.4643,GIA,Online,79,8.756367559802975,0.8153648132841945,8.525296776436525,8.014603401146722,1
1.01,Premium,H,VS2,61.3,59.0,5260,6.45,6.41,3.94,3,2,3,natural,5207.920792079208,0.4,3124.7524752475247,Premium,5.8929,GIA,Brick-and-Mortar,84,8.568076401730806,0.6981347220709844,8.558127971655152,8.04743032526395,1
0.41,Ideal,D,SI1,61.3,56.0,722,4.8,4.82,2.95,4,6,2,lab_grown,1760.9756097560976,0.73,475.4634146341464,Budget,6.4286,IGI,Online,9,6.583409222158765,0.3435897043900769,7.47419096403715,6.166390940784863,0
0.33,Ideal,E,VS2,60.6,55.0,928,4.5,4.48,2.72,4,5,3,lab_grown,2812.121212121212,0.73,759.2727272727273,Budget,7.1429,GIA,Brick-and-Mortar,17,6.834108738813838,0.2851789422336624,7.942049897544166,6.633677220583155,0
0.41,Very Good,E,VVS1,61.2,62.0,1184,4.76,4.78,2.92,2,5,6,lab_grown,2887.8048780487807,0.73,779.7073170731709,Mid,6.7857,GIA,Online,15,7.077498053569231,0.3435897043900769,7.968598158569127,6.660200325534189,0
1.22,Premium,D,SI2,61.8,58.0,5643,6.86,6.8,4.22,3,6,1,natural,4625.4098360655735,0.4,2775.245901639344,Premium,4.4643,GIA,Brick-and-Mortar,67,8.638348312972704,0.7975071958841881,8.43953643291506,7.928854898985789,1
1.01,Fair,F,SI2,64.8,55.0,3477,6.37,6.26,4.1,0,4,1,lab_grown,3442.5742574257424,0.73,929.4950495049505,Mid,0.7143,IGI,Brick-and-Mortar,9,8.154212694914229,0.6981347220709844,8.144265239272569,6.835716755815548,0
0.5,Very Good,F,VVS2,61.2,57.0,1891,5.1,5.13,3.13,2,4,5,natural,3782.0,0.4,2269.2,Mid,6.0714,GIA,Online,48,7.545389749611823,0.4054651081081644,8.23827262463303,7.727623212321239,1
0.97,Ideal,J,VS1,61.3,57.0,4278,6.37,6.41,3.92,4,0,4,natural,4410.309278350515,0.4,2646.185567010309,Mid,7.8571,GIA,Brick-and-Mortar,49,8.361474616416817,0.6780335427498971,8.391926812893074,7.88125230442055,1
1.86,Premium,G,SI2,62.5,60.0,10572,7.9,7.8,4.91,3,3,1,natural,5683.870967741936,0.4,3410.3225806451615,Premium,4.4643,IGI,Brick-and-Mortar,78,9.266058860732526,1.0508216248317612,8.645563708959939,8.134855348643443,1
0.72,Fair,E,VS2,64.4,59.0,2691,5.67,5.64,3.64,0,5,3,natural,3737.5,0.4,2242.5,Mid,2.1429,IGI,Online,55,7.898039690764619,0.5423242908253616,8.22643974043997,7.715792425416038,1
0.8,Very Good,G,SI2,63.1,59.0,2451,5.85,5.78,3.67,2,3,1,lab_grown,3063.75,0.73,827.2125000000001,Mid,3.2143,IGI,Online,11,7.804659297056102,0.5877866649021191,8.027721278975104,6.719269763970281,0
1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22,2,1,2,natural,4400.0,0.4,2640.0,Premium,3.9286,GIA,Luxury,74,8.604654467186233,0.8064758658669485,8.38958706681109,7.878912912297132,1
0.31,Premium,H,VVS2,62.4,59.0,625,4.31,4.35,2.7,3,2,5,lab_grown,2016.1290322580646,0.73,544.3548387096774,Budget,7.3214,IGI,Online,8,6.439350371100098,0.27002713721306015,7.609430508272006,6.301436663003726,0
1.0,Very Good,D,SI2,60.8,63.0,3965,6.41,6.36,3.88,2,6,1,natural,3965.0,0.4,2379.0,Mid,3.2143,GIA,Luxury,46,8.285513309079741,0.6931471805599453,8.285513309079741,7.77485576666552,1
0.57,Ideal,H,VVS1,61.8,55.0,1929,5.33,5.38,3.31,4,2,6,lab_grown,3384.2105263157896,0.73,913.7368421052632,Mid,9.2857,IGI,Online,16,7.5652752818989315,0.4510756193602167,8.127171377301867,6.818636419652942,0
1.09,Very Good,E,SI2,63.1,58.0,3418,6.51,6.46,4.09,2,5,1,lab_grown,3135.779816513761,0.73,846.6605504587155,Mid,3.2143,GIA,Online,6,8.137103389639302,0.7371640659767197,8.050952016538192,6.742480261382382,0
0.52,Very Good,G,SI1,61.7,57.0,1311,5.13,5.16,3.17,2,3,2,lab_grown,2521.153846153846,0.73,680.7115384615386,Mid,3.9286,GIA,Online,16,7.179307969504034,0.41871033485818504,7.832868516311384,6.524606604236261,0
1.02,Ideal,D,SI1,61.2,56.0,6040,6.51,6.56,4.0,4,6,2,natural,5921.56862745098,0.4,3552.941176470588,Premium,6.4286,AGS,Luxury,71,8.706324840138741,0.7030975114131134,8.686525523547228,8.175812457218754,1
1.01,Good,E,SI1,64.3,59.0,4106,6.28,6.31,4.05,1,5,2,natural,4065.3465346534654,0.4,2439.207920792079,Mid,2.6786,GIA,Online,37,8.320448113956559,0.6981347220709844,8.310500217967727,7.799838528096165,1
1.51,Fair,I,VS2,64.8,60.0,8879,7.18,7.1,4.63,0,1,3,natural,5880.132450331126,0.4,3528.0794701986756,Premium,2.1429,GIA,Brick-and-Mortar,70,9.091556835986216,0.9202827531436926,8.679504615942637,8.168792342605247,1
1.04,Premium,D,SI2,61.0,59.0,4724,6.51,6.54,3.98,3,6,1,natural,4542.307692307692,0.4,2725.3846153846152,Mid,4.4643,GIA,Online,47,8.460622839927844,0.712949807856125,8.421410592347195,7.910731693787729,1
0.52,Ideal,D,VS2,61.0,57.0,1868,5.21,5.18,3.17,4,6,3,natural,3592.3076923076924,0.4,2155.3846153846152,Mid,7.1429,GIA,Brick-and-Mortar,44,7.533158807455563,0.41871033485818504,8.186828420047998,7.676188309154278,1
0.32,Very Good,G,VVS2,64.0,55.0,607,4.31,4.35,2.77,2,3,5,lab_grown,1896.875,0.73,512.15625,Budget,6.0714,GIA,Online,12,6.410174881966167,0.2776317365982795,7.548490118202352,6.240580379692111,0
0.36,Ideal,I,VS2,61.8,55.0,523,4.58,4.61,2.84,4,1,3,lab_grown,1452.7777777777778,0.73,392.25000000000006,Budget,7.1429,GIA,Brick-and-Mortar,22,6.261491684321042,0.3074846997479606,7.281920811322055,5.974445541938388,0
0.31,Premium,E,SI1,59.2,60.0,544,4.36,4.42,2.6,3,5,2,lab_grown,1754.8387096774193,0.73,473.80645161290323,Budget,5.1786,IGI,Online,17,6.300785794663244,0.27002713721306015,7.470701918995534,6.16290725070744,0
1.05,Very Good,E,SI2,62.9,57.0,4398,6.47,6.51,4.08,2,5,1,natural,4188.571428571428,0.4,2513.142857142857,Mid,3.2143,AGS,Brick-and-Mortar,32,8.389132521348719,0.7178397931503169,8.340353723334289,7.829687212174898,1
1.54,Premium,E,SI1,59.3,60.0,11795,7.58,7.54,4.48,3,5,2,natural,7659.090909090909,0.4,4595.454545454545,Premium,5.1786,IGI,Brick-and-Mortar,69,9.375515769935166,0.9321640810304452,8.943779130691746,8.43304053430779,1
0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29,1,2,4,lab_grown,2796.72131147541,0.73,755.1147540983608,Mid,4.1071,AGS,Online,15,7.442492722794441,0.4762341789963716,7.936560547503988,6.628193155795822,0
0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75,3,2,6,lab_grown,2925.714285714286,0.73,789.9428571428572,Mid,8.0357,GIA,Online,15,6.932447891572509,0.30010459245033805,7.981635668573886,6.673225723872232,0
0.77,Good,H,SI1,63.0,65.0,2338,5.82,5.74,3.64,1,2,2,lab_grown,3036.3636363636365,0.73,819.8181818181819,Mid,2.6786,IGI,Online,19,7.757478766584179,0.5709795465857378,8.01874519326284,6.710301625509109,0
1.14,Ideal,F,VS1,61.7,55.0,9074,6.68,6.71,4.13,4,4,4,natural,7959.649122807018,0.4,4775.789473684211,Premium,7.8571,IGI,Brick-and-Mortar,94,9.113278659133051,0.76080582903376,8.982265823604898,8.471523941597004,1
0.53,Ideal,E,VS2,61.9,55.0,1721,5.19,5.22,3.22,4,5,3,lab_grown,3247.1698113207544,0.73,876.7358490566038,Mid,7.1429,GIA,Brick-and-Mortar,15,7.451241684987676,0.4252677354043441,8.0858469817255,6.777345693080479,0
0.39,Premium,E,SI2,63.0,61.0,834,4.65,4.62,2.92,3,5,1,lab_grown,2138.4615384615386,0.73,577.3846153846155,Budget,4.4643,GIA,Online,14,6.727431724850855,0.3293037471426004,7.668309458813555,6.3602390719164905,0
0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62,2,3,2,lab_grown,3335.135135135135,0.73,900.4864864864865,Mid,3.9286,GIA,Online,14,7.81156848934518,0.5538851132264376,8.112568270792238,6.804045052499391,0
1.03,Ideal,D,VS1,62.6,57.0,8645,6.44,6.5,4.05,4,6,4,natural,8393.203883495145,0.4,5035.922330097087,Premium,7.8571,GIA,Brick-and-Mortar,56,9.064852065227576,0.708035793053696,9.035296732792643,8.524550525753245,1
0.3,Premium,H,VVS2,61.5,58.0,605,4.28,4.3,2.64,3,2,5,lab_grown,2016.6666666666667,0.73,544.5,Budget,7.3214,IGI,Online,14,6.406879986069314,0.26236426446749106,7.609697007223578,6.301702805273125,0
0.64,Ideal,J,VVS2,62.4,57.0,1709,5.48,5.51,3.43,4,0,5,lab_grown,2670.3125,0.73,720.984375,Mid,8.5714,IGI,Online,12,7.444248649496705,0.49469624183610705,7.89032520364556,6.582003497384412,0
0.35,Ideal,E,IF,61.4,56.0,1254,4.56,4.53,2.79,4,5,7,natural,3582.857142857143,0.4,2149.714285714286,Mid,10.0,AGS,Brick-and-Mortar,47,7.134890851565884,0.30010459245033805,8.184194913606525,7.673555291860521,1
1.11,Ideal,H,SI2,61.3,55.0,4662,6.73,6.65,4.1,4,2,1,natural,4200.0,0.4,2520.0,Mid,5.7143,GIA,Online,39,8.44741429680832,0.7466879474879752,8.343077871169383,7.83241092718792,1
1.22,Very Good,E,VS2,60.8,59.0,9475,6.87,6.91,4.19,2,5,3,natural,7766.393442622951,0.4,4659.836065573771,Premium,4.6429,GIA,Brick-and-Mortar,81,9.156517565278676,0.7975071958841881,8.957689922811078,8.44695012424032,1
0.31,Premium,G,VVS1,60.5,60.0,816,4.33,4.4,2.64,3,3,6,lab_grown,2632.2580645161293,0.73,710.709677419355,Budget,8.0357,GIA,Brick-and-Mortar,12,6.705639094860003,0.27002713721306015,7.8759771662833575,6.567670071823225,0
1.4,Good,D,SI1,63.8,60.0,8624,7.01,6.95,4.45,1,6,2,natural,6160.0,0.4,3696.0,Premium,2.6786,GIA,Luxury,61,9.062420241899561,0.8754687373538999,8.725994381014571,8.215276958936633,1
0.3,Ideal,E,VS1,62.1,58.0,694,4.26,4.28,2.65,4,5,4,lab_grown,2313.3333333333335,0.73,624.6000000000001,Budget,7.8571,IGI,Brick-and-Mortar,17,6.543911845564792,0.26236426446749106,7.746876948085164,6.4387111892311015,0
0.9,Fair,F,SI1,65.3,61.0,3326,6.0,5.95,3.9,0,4,2,natural,3695.5555555555557,0.4,2217.3333333333335,Mid,1.4286,GIA,Brick-and-Mortar,31,8.109826276018477,0.6418538861723948,8.215156734116073,7.7045114421611025,1
0.96,Premium,G,SI2,61.1,59.0,4059,6.32,6.28,3.85,3,3,1,natural,4228.125,0.4,2536.875,Mid,4.4643,GIA,Online,38,8.308938252595778,0.6729444732424258,8.349750394850751,7.839082395682405,1
0.31,Ideal,E,VS2,61.9,55.0,872,4.39,4.36,2.71,4,5,3,lab_grown,2812.9032258064517,0.73,759.4838709677421,Budget,7.1429,GIA,Online,23,6.771935555839602,0.27002713721306015,7.942327846822297,6.633954903016512,0
1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94,2,1,2,natural,4646.534653465346,0.4,2787.920792079208,Mid,3.9286,IGI,Online,45,8.454040376410969,0.6981347220709844,8.444092175934738,7.933409987109178,1
0.48,Very Good,E,SI1,62.7,58.5,1349,4.99,5.01,3.14,2,5,2,lab_grown,2810.416666666667,0.73,758.8125000000001,Mid,3.9286,IGI,Brick-and-Mortar,14,7.2078598714324755,0.3920420877760237,7.941443787124622,6.633071692316013,0
0.3,Premium,G,VS1,61.9,59.0,605,4.28,4.32,2.66,3,3,4,lab_grown,2016.6666666666667,0.73,544.5,Budget,6.6071,IGI,Online,12,6.406879986069314,0.26236426446749106,7.609697007223578,6.301702805273125,0
1.21,Ideal,J,VS1,62.3,55.0,5324,6.81,6.86,4.26,4,0,4,natural,4400.0,0.4,2640.0,Premium,7.8571,GIA,Brick-and-Mortar,70,8.580167990577626,0.7929925155296614,8.38958706681109,7.878912912297132,1
1.12,Ideal,F,VVS1,61.0,56.0,11403,6.71,6.74,4.1,4,4,6,natural,10181.249999999998,0.4,6108.749999999999,Premium,9.2857,IGI,Brick-and-Mortar,84,9.341719450032562,0.7514160886839212,9.228401287293838,8.717641134798258,1
0.51,Ideal,D,SI1,61.6,56.0,1687,5.12,5.1,3.15,4,6,2,lab_grown,3307.843137254902,0.73,893.1176470588236,Mid,6.4286,IGI,Online,8,7.431299675155903,0.412109650826833,8.104353901918818,6.795837362778152,0
0.39,Premium,E,VS2,59.7,59.0,975,4.83,4.79,2.87,3,5,3,lab_grown,2500.0,0.73,675.0,Budget,5.8929,AGS,Online,12,6.883462586413092,0.3293037471426004,7.824445930877619,6.516193076042964,0
2.0,Premium,I,VS2,60.7,60.0,16694,8.07,8.02,4.88,3,1,3,natural,8347.0,0.4,5008.2,Luxury,5.8929,GIA,Luxury,99,9.722864552377755,1.0986122886681096,9.02977726819709,8.519031500689877,1
1.05,Ideal,H,SI2,61.9,56.0,4586,6.56,6.49,4.04,4,2,1,natural,4367.619047619048,0.4,2620.5714285714284,Mid,5.7143,GIA,Brick-and-Mortar,53,8.430981494597171,0.7178397931503169,8.382202230738944,7.871529198855361,1
1.01,Ideal,F,SI2,60.0,57.0,4796,6.55,6.51,3.92,4,4,1,natural,4748.514851485148,0.4,2849.1089108910887,Mid,5.7143,GIA,Online,51,8.475746001502063,0.6981347220709844,8.465797755282955,7.955112486880297,1
1.04,Premium,F,VS2,61.7,59.0,6782,6.45,6.49,3.99,3,4,3,natural,6521.153846153846,0.4,3912.692307692307,Premium,5.8929,AGS,Luxury,79,8.82217476094608,0.712949807856125,8.782959944871092,8.27223653160378,1
0.26,Ideal,F,VS2,62.1,57.0,453,4.06,4.12,2.54,4,4,3,lab_grown,1742.3076923076922,0.73,470.4230769230769,Budget,7.1429,IGI,Brick-and-Mortar,17,6.118097198041348,0.23111172096338664,7.463539560237393,6.155755943319683,0
0.33,Ideal,J,VS1,61.6,54.0,451,4.5,4.52,2.78,4,0,4,lab_grown,1366.6666666666665,0.73,369.0,Budget,7.8571,IGI,Online,14,6.113682179832232,0.2851789422336624,7.220861403774077,5.91350300563827,0
0.62,Ideal,H,VS1,61.8,54.0,1828,5.5,5.53,3.41,4,2,4,lab_grown,2948.3870967741937,0.73,796.0645161290323,Mid,7.8571,GIA,Online,12,7.511524648390866,0.4824261492442927,7.9893526639426184,6.680935624233031,0
1.22,Premium,I,VS2,59.3,59.0,6156,7.01,6.96,4.14,3,1,3,natural,5045.901639344263,0.4,3027.5409836065573,Premium,5.8929,GIA,Online,72,8.72534492491121,0.7975071958841881,8.526529797215193,8.015836258971522,1
0.71,Ideal,I,VS2,61.0,58.0,2141,5.77,5.81,3.53,4,1,3,lab_grown,3015.492957746479,0.73,814.1830985915494,Mid,7.1429,GIA,Brick-and-Mortar,16,7.669495251007694,0.5364933705145685,8.011850163300428,6.703412748856921,0
0.53,Ideal,D,SI1,61.7,56.0,1631,5.15,5.23,3.2,4,6,2,lab_grown,3077.3584905660377,0.73,830.8867924528303,Mid,6.4286,IGI,Online,13,7.397561535524052,0.4252677354043441,8.032151776286803,6.723696364799862,0
0.5,Good,D,SI1,63.6,58.0,1436,5.05,5.08,3.22,1,6,2,lab_grown,2872.0,0.73,775.44,Mid,2.6786,AGS,Brick-and-Mortar,17,7.270312886079025,0.4054651081081644,7.96311205897929,6.654719369802891,0
1.53,Very Good,G,SI2,62.1,61.0,8455,7.28,7.3,4.53,2,3,1,natural,5526.143790849673,0.4,3315.6862745098038,Premium,3.2143,AGS,Brick-and-Mortar,81,9.042631527550073,0.9282193027394289,8.61742646757042,8.106721453379556,1
0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55,4,6,2,natural,4252.777777777778,0.4,2551.666666666667,Mid,6.4286,GIA,Online,34,8.027150106832774,0.5423242908253616,8.355562755979578,7.84489384336913,1
1.52,Premium,F,VS2,59.4,60.0,13530,7.61,7.5,4.49,3,4,3,natural,8901.315789473683,0.4,5340.78947368421,Luxury,5.8929,GIA,Luxury,116,9.512738628263644,0.924258901523332,9.094066722938264,8.583315983249786,1
0.8,Ideal,E,SI1,61.5,58.0,3362,5.96,6.0,3.68,4,5,2,natural,4202.5,0.4,2521.5,Mid,6.4286,GIA,Online,44,8.12058871174027,0.5877866649021191,8.34367279057535,7.833005752227764,1
0.91,Very Good,E,SI2,62.8,59.0,3968,6.13,6.16,3.86,2,5,1,natural,4360.43956043956,0.4,2616.263736263736,Mid,3.2143,GIA,Online,42,8.286269452783065,0.6471032420585385,8.380557456260247,7.869884675543219,1
1.01,Ideal,G,SI1,62.6,56.0,5698,6.37,6.41,4.0,4,3,2,natural,5641.584158415842,0.4,3384.9504950495048,Premium,6.4286,GIA,Online,64,8.648045999835,0.6981347220709844,8.638097423674099,8.12738994210466,1
0.73,Fair,G,VS2,60.1,65.0,2401,5.91,5.81,3.52,0,3,3,lab_grown,3289.041095890411,0.73,888.0410958904109,Mid,2.1429,IGI,Brick-and-Mortar,8,7.784057002639929,0.5481214085096876,8.098655334833504,6.79014346154379,0
0.31,Premium,G,VS1,62.4,58.0,625,4.31,4.34,2.7,3,3,4,lab_grown,2016.1290322580646,0.73,544.3548387096774,Budget,6.6071,GIA,Online,14,6.439350371100098,0.27002713721306015,7.609430508272006,6.301436663003726,0
0.3,Very Good,F,VS2,62.8,58.0,605,4.25,4.28,2.68,2,4,3,lab_grown,2016.6666666666667,0.73,544.5,Budget,4.6429,IGI,Online,15,6.406879986069314,0.26236426446749106,7.609697007223578,6.301702805273125,0
1.05,Ideal,F,VS2,59.1,57.0,7697,6.67,6.66,3.94,4,4,3,natural,7330.47619047619,0.4,4398.285714285714,Premium,7.1429,AGS,Brick-and-Mortar,82,8.948715833843691,0.7178397931503169,8.899932164846723,8.38919746906583,1
1.07,Premium,G,VVS2,61.6,57.0,7593,6.59,6.55,4.05,3,3,5,natural,7096.26168224299,0.4,4257.757009345793,Premium,7.3214,GIA,Brick-and-Mortar,65,8.935113740791747,0.7275486072772778,8.867464310078978,8.356732614843102,1
1.38,Ideal,I,SI2,61.8,57.0,5796,7.14,7.1,4.4,4,1,1,natural,4200.0,0.4,2520.0,Premium,5.7143,GIA,Online,77,8.665095821339733,0.8671004876833832,8.343077871169383,7.83241092718792,1
1.54,Premium,G,SI2,61.5,61.0,8969,7.42,7.35,4.54,3,3,1,natural,5824.0259740259735,0.4,3494.415584415584,Premium,4.4643,GIA,Luxury,73,9.101640955052842,0.9321640810304452,8.669918737484213,8.159207555872296,1
1.42,Fair,G,VS2,59.6,66.0,7214,7.31,7.23,4.33,0,3,3,natural,5080.281690140845,0.4,3048.169014084507,Premium,2.1429,AGS,Online,62,8.88391747120797,0.8837675401685949,8.533318809958757,8.022624378080492,1
1.02,Very Good,E,VS2,62.9,56.0,6752,6.37,6.47,4.04,2,5,3,natural,6619.607843137254,0.4,3971.7647058823522,Premium,4.6429,GIA,Online,67,8.817742129574842,0.7030975114131134,8.797942463920952,8.287217530774235,1
1.73,Premium,I,SI2,61.1,62.0,7270,7.64,7.54,4.64,3,1,1,natural,4202.312138728324,0.4,2521.387283236994,Premium,4.4643,AGS,Brick-and-Mortar,71,8.891649112650057,1.0043016091968684,8.343628097945468,7.832961066685076,1
1.01,Very Good,F,VS2,61.1,56.0,5988,6.49,6.56,3.99,2,4,3,natural,5928.712871287129,0.4,3557.2277227722775,Premium,4.6429,GIA,Brick-and-Mortar,69,8.697679732264463,0.6981347220709844,8.687731071137735,8.177017869205295,1
0.7,Very Good,F,SI1,62.3,58.0,2161,5.62,5.78,3.55,2,4,2,lab_grown,3087.1428571428573,0.73,833.5285714285716,Mid,3.9286,IGI,Online,11,7.6787889981991535,0.5306282510621704,8.03532517210274,6.726866980297182,0
0.32,Ideal,D,VS2,62.1,54.0,972,4.46,4.4,2.75,4,6,3,lab_grown,3037.5,0.73,820.125,Budget,7.1429,IGI,Luxury,11,6.880384082186005,0.2776317365982795,8.01911925157541,6.710675351212637,0
0.55,Ideal,G,VS1,62.2,54.0,2132,5.27,5.24,3.27,4,3,4,natural,3876.363636363636,0.4,2325.8181818181815,Mid,7.8571,GIA,Brick-and-Mortar,41,7.665284718471351,0.4382549309311553,8.262910726505437,7.752257026093313,1
0.7,Ideal,H,SI1,62.6,55.0,2294,5.65,5.7,3.55,4,2,2,lab_grown,3277.1428571428573,0.73,884.8285714285715,Mid,6.4286,IGI,Brick-and-Mortar,10,7.738488122494646,0.5306282510621704,8.095032338934663,6.786523445911988,0
